Date,Open,High,Low,Close,Adj Close,Volume
2016-10-01,64.910004,68.430000,61.580002,63.209999,58.984936,19339200
2016-11-01,63.009998,69.449997,62.580002,68.900002,64.294601,20461100
2016-12-01,69.220001,77.290001,68.410004,73.889999,69.202530,16597800
2017-01-01,73.680000,79.760002,72.540001,79.620003,74.569038,13205100
2017-02-01,79.760002,81.360001,76.750000,78.050003,73.098633,36755000
2017-03-01,78.669998,81.320000,77.680000,81.070000,75.927048,28467600
2017-04-01,81.029999,84.629997,80.000000,82.410004,77.430054,18745300
2017-05-01,82.620003,86.889999,82.099998,86.370003,81.150764,32255300
2017-06-01,86.779999,91.800003,86.099998,91.400002,86.125290,23228000
2017-07-01,91.830002,94.699997,91.120003,94.529999,89.074654,14761300
2017-08-01,94.809998,101.349998,92.199997,100.889999,95.067619,19723600
2017-09-01,100.610001,108.260002,100.519997,107.629997,101.692268,27616100
2017-10-01,107.919998,113.379997,107.480003,113.059998,106.822708,17366800
2017-11-01,113.690002,125.040001,109.839996,123.430000,116.620636,20793200
2017-12-01,124.419998,128.320007,121.269997,124.589996,117.980034,25379100
2018-01-01,124.879997,138.539993,120.349998,134.389999,127.260078,18836800
2018-02-01,134.169998,136.940002,96.809998,112.010002,106.067474,48600700
2018-03-01,111.629997,124.559998,110.699997,114.099998,108.046577,28404200
2018-04-01,114.080002,115.129997,104.330002,106.779999,101.359253,20562900
2018-05-01,106.389999,109.550003,97.230003,97.559998,92.607315,28671700
2018-06-01,98.849998,107.669998,97.550003,104.070000,99.056931,24453600
2018-07-01,103.379997,106.169998,94.000000,97.129997,92.451241,13545000
2018-08-01,97.070000,103.970001,91.099998,100.800003,95.944458,19887900
2018-09-01,100.660004,109.120003,95.570000,95.959999,91.619446,16520900
2018-10-01,95.500000,114.599998,93.760002,112.849998,107.745461,21477100
2018-11-01,113.669998,115.110001,104.540001,107.620003,102.752029,17033900
2018-12-01,107.720001,109.250000,87.870003,97.830002,93.678200,16879100
2019-01-01,95.940002,99.470001,89.540001,93.269997,89.311722,15615000
2019-02-01,92.900002,99.430000,92.150002,95.910004,91.839699,16571100
2019-03-01,96.150002,98.360001,89.529999,95.440002,91.691536,17955100
2019-04-01,95.449997,102.480003,94.029999,101.610001,97.619209,11390300
2019-05-01,101.230003,109.669998,99.809998,108.540001,104.277023,16810800
2019-06-01,108.250000,112.910004,103.459999,103.629997,99.848412,14580100
2019-07-01,104.680000,115.919998,104.250000,109.309998,105.321167,11154100
2019-08-01,109.110001,122.879997,108.099998,119.160004,114.811729,14511300
2019-09-01,117.120003,120.349998,109.199997,114.910004,111.050072,14390700
2019-10-01,115.279999,118.449997,112.190002,115.150002,111.281998,12394100
2019-11-01,119.470001,124.879997,112.449997,118.900002,114.906052,15347000
2019-12-01,118.040001,121.849998,114.139999,120.000000,116.307411,12736400
2020-01-01,119.699997,124.190002,114.449997,123.220001,119.428345,13107000
2020-02-01,124.000000,127.930000,111.860001,114.000000,110.492043,16519600
2020-03-01,112.419998,121.089996,72.010002,89.250000,86.761284,32279900
2020-04-01,86.400002,104.389999,84.919998,99.379997,96.608810,22623200
2020-05-01,98.989998,106.459999,92.029999,106.459999,103.491394,14299100
2020-06-01,106.610001,107.120003,90.860001,93.279999,90.998016,19173500
2020-07-01,93.449997,97.790001,85.540001,87.699997,85.554512,16041900
2020-08-01,86.919998,94.269997,85.000000,91.790001,89.544472,17189300
2020-09-01,91.199997,92.160004,83.790001,87.739998,85.989410,18780400
2020-10-01,88.500000,89.370003,77.629997,81.290001,79.668106,21215200
2020-11-01,82.000000,94.519997,82.000000,91.320000,89.497993,16288200
2020-12-01,91.709999,94.000000,84.650002,93.120003,91.681496,16729100
2021-01-01,92.889999,101.599998,90.169998,91.730003,90.312958,13615900
2021-02-01,92.160004,102.260002,87.000000,98.959999,97.431267,18637500
2021-03-01,100.070000,106.919998,96.019997,98.690002,97.573700,16281400
2021-04-01,99.209999,107.769997,98.099998,104.370003,103.189453,9352600
2021-05-01,105.790001,116.389999,104.800003,111.300003,110.041069,10648200
2021-06-01,112.459999,122.269997,109.879997,119.050003,118.152618,13652300
2021-07-01,119.820000,121.029999,114.279999,118.470001,117.576988,10579700
2021-08-01,119.000000,139.000000,118.379997,126.150002,125.199097,18652300
2021-09-01,125.559998,128.339996,121.160004,123.860001,123.398697,9591700
2021-10-01,124.400002,134.250000,119.120003,131.940002,131.448608,9273900
2021-11-01,133.149994,135.649994,125.029999,128.940002,128.459778,13505800
2021-12-01,128.639999,133.020004,124.330002,130.399994,130.399994,10565700
2022-01-01,129.889999,129.929993,112.669998,118.529999,118.529999,11564200
