Date,Open,High,Low,Close,Adj Close,Volume
2020-04-01,77.379997,94.199997,77.169998,89.449997,87.424896,67743700
2020-05-01,88.550003,97.370003,87.510002,97.250000,95.048294,54916100
2020-06-01,97.400002,98.480003,90.010002,91.599998,89.526207,67455400
2020-07-01,91.680000,97.040001,90.839996,96.779999,94.894188,56714800
2020-08-01,97.120003,106.629997,95.040001,106.230003,104.160049,68079800
2020-09-01,105.900002,106.989998,96.669998,100.050003,98.100479,67039100
2020-10-01,101.089996,103.879997,92.410004,94.400002,92.837799,54468800
2020-11-01,95.870003,105.650002,93.970001,105.510002,103.763954,55971600
2020-12-01,106.209999,115.400002,105.639999,115.290001,113.382095,51149900
2021-01-01,115.900002,119.019997,108.949997,110.349998,108.826965,45707100
2021-02-01,111.540001,117.599998,109.099998,110.309998,108.787514,50384400
2021-03-01,111.120003,116.769997,110.019997,111.680000,110.138611,52338900
2021-04-01,112.430000,121.970001,111.930000,117.709999,116.417542,44393900
2021-05-01,117.769997,118.160004,109.040001,112.879997,111.640572,49827400
2021-06-01,113.860001,119.660004,109.599998,118.699997,117.396667,67644200
2021-07-01,118.910004,122.419998,116.510002,119.830002,118.858818,42186200
2021-08-01,120.250000,120.620003,114.019997,119.529999,118.561241,36774400
2021-09-01,119.730003,121.680000,114.739998,114.820000,113.889420,50440700
2021-10-01,115.410004,138.820007,113.900002,138.460007,137.718903,48880100
2021-11-01,138.869995,139.789993,129.240005,130.720001,130.020340,47363900
2021-12-01,132.100006,138.460007,128.539993,136.770004,136.037964,42723000
2022-01-01,136.529999,136.699997,120.580002,126.660004,126.290504,55539200
