Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,44.832001,45.900002,40.202000,41.757999,37.482479,114675500
2014-02-01,41.636002,43.966000,40.580002,41.768002,37.491444,88025000
2014-03-01,41.481998,43.868000,39.068001,39.566002,35.514900,101863500
2014-04-01,39.518002,41.245998,37.660000,40.888000,36.815968,105372000
2014-05-01,40.956001,41.400002,37.380001,39.279999,35.368107,102177000
2014-06-01,39.400002,40.599998,37.139999,37.779999,34.017487,97731000
2014-07-01,37.967999,39.841999,36.480000,38.444000,34.735249,106832500
2014-08-01,38.402000,38.948002,37.056000,37.799999,34.153374,80003500
2014-09-01,37.990002,41.026001,36.854000,39.009998,35.246647,89995500
2014-10-01,39.009998,41.660000,38.683998,41.658001,37.768162,99785000
2014-11-01,41.689999,45.332001,41.689999,45.198002,40.977615,73047000
2014-12-01,45.202000,45.757999,42.939999,43.858002,39.762753,78656500
2015-01-01,44.077999,44.770000,40.448002,41.146000,37.411831,106801500
2015-02-01,41.416000,48.009998,41.113998,47.071999,42.800034,64461000
2015-03-01,46.978001,47.984001,45.175999,46.653999,42.419968,73842500
2015-04-01,46.532001,47.077999,44.231998,44.905998,40.945938,53628500
2015-05-01,44.849998,48.396000,44.807999,47.355999,43.179867,79860000
2015-06-01,47.498001,48.591999,44.382000,44.722000,40.778164,65719500
2015-07-01,45.037998,46.793999,44.318001,45.608002,41.715313,58438500
2015-08-01,45.773998,49.278000,44.056000,45.681999,41.782993,80648000
2015-09-01,44.911999,47.632000,44.698002,46.998001,42.986668,80017500
2015-10-01,46.801998,52.535999,44.928001,50.480000,46.318539,77830000
2015-11-01,50.304001,53.348000,50.150002,51.967999,47.683861,53830500
2015-12-01,52.304001,53.200001,48.074001,51.251999,47.026894,106383500
2016-01-01,50.450001,52.806000,48.068001,52.759998,48.559875,105212500
2016-02-01,52.658001,53.778000,45.698002,47.692001,43.895336,115589500
2016-03-01,46.563999,48.074001,45.444000,47.028000,43.284191,92292000
2016-04-01,46.972000,48.925999,45.875999,48.006001,44.344055,64866500
2016-05-01,48.105999,54.389999,47.619999,54.223999,50.087734,96797000
2016-06-01,54.223999,54.223999,48.150002,51.192001,47.287022,93463000
2016-07-01,50.984001,53.228001,50.178001,52.840000,48.969051,45452000
2016-08-01,52.939999,56.650002,52.450001,56.403999,52.271969,60513000
2016-09-01,56.514000,57.403999,53.416000,53.872002,49.925449,62085000
2016-10-01,53.667999,54.501999,52.619999,54.077999,50.268055,54018500
2016-11-01,53.599998,58.700001,52.265999,55.400002,51.496925,72710500
2016-12-01,55.500000,59.860001,55.380001,56.419998,52.445061,59483200
2017-01-01,56.900002,58.869999,55.799999,58.360001,54.403591,42764800
2017-02-01,58.419998,60.540001,56.799999,57.130001,53.256969,63118200
2017-03-01,57.830002,61.980000,57.610001,59.869999,55.811218,70334400
2017-04-01,60.049999,61.549999,58.799999,60.200001,56.305298,47258800
2017-05-01,60.500000,61.020000,57.910000,60.189999,56.295940,53873000
2017-06-01,60.650002,66.730003,60.110001,65.919998,61.655231,62830200
2017-07-01,66.070000,67.480003,65.190002,66.709999,62.588318,47038800
2017-08-01,66.790001,67.309998,63.220001,64.669998,60.674355,43571200
2017-09-01,64.839996,68.879997,63.930000,68.699997,64.455360,41184400
2017-10-01,68.860001,71.239998,64.910004,66.099998,62.391857,79560700
2017-11-01,66.199997,71.800003,65.279999,71.449997,67.441719,62849400
2017-12-01,71.349998,72.989998,69.300003,70.559998,66.601662,52940500
2018-01-01,70.769997,76.139999,69.559998,73.839996,70.091957,49805200
2018-02-01,74.010002,75.290001,66.919998,73.080002,69.370537,64982900
2018-03-01,73.040001,76.300003,70.290001,72.519997,68.838951,61333600
2018-04-01,72.489998,75.080002,69.800003,72.459999,69.002632,47443700
2018-05-01,72.239998,73.050003,67.699997,70.889999,67.507538,58470500
2018-06-01,71.620003,76.690002,71.599998,73.550003,70.040634,49894700
2018-07-01,73.309998,77.220001,72.209999,73.910004,70.608086,39713200
2018-08-01,74.050003,76.309998,72.059998,76.230003,72.824432,51578400
2018-09-01,76.309998,78.480003,74.660004,74.889999,71.544304,48161800
2018-10-01,75.019997,77.379997,72.110001,77.040001,73.825089,77219200
2018-11-01,77.629997,81.949997,75.650002,81.720001,78.309799,65566000
2018-12-01,82.209999,82.650002,69.690002,75.330002,72.186432,56704300
2019-01-01,74.489998,76.889999,71.199997,76.760002,73.783806,57957200
2019-02-01,77.040001,80.099998,74.010002,77.150002,74.158669,64442900
2019-03-01,77.519997,78.160004,71.900002,76.139999,73.187843,61114100
2019-04-01,76.610001,81.989998,76.489998,81.349998,78.487297,55328900
2019-05-01,81.239998,82.790001,78.870003,82.209999,79.317039,54156800
2019-06-01,82.300003,87.260002,81.940002,85.940002,82.915794,43168100
2019-07-01,86.690002,92.309998,85.709999,87.860001,85.041809,41033900
2019-08-01,87.019997,93.879997,85.790001,93.480003,90.481560,41787400
2019-09-01,93.120003,95.550003,88.989998,92.269997,89.310349,42528200
2019-10-01,92.199997,95.559998,89.940002,94.320000,91.573479,48117900
2019-11-01,94.940002,95.339996,89.089996,94.169998,91.427849,49237300
2019-12-01,94.160004,94.610001,90.010002,92.550003,89.855026,55473100
2020-01-01,92.839996,100.430000,91.949997,99.739998,97.130089,49619600
2020-02-01,100.150002,101.930000,86.830002,89.220001,86.885368,112381200
2020-03-01,89.940002,100.459999,63.509998,80.750000,78.636993,126974700
